Probe	Chromosome	Start	End	Probe Strand	Feature	ID	Description	Feature Strand	Type	Feature Orientation	Distance	Difference (Difference between any and any above 1)	0	0.625	1.25	2.5	5	10	20	40
AC132307.1	18	65634793	65637470	+	null					Not found	0	1.922421	-0.3098609	0.4481627	0.59308666	0.57370013	1.44637	1.3862339	1.5681405	1.61256
Ccbe1	18	66045302	66302741	-	null					Not found	0	1.5653106	1.8804704	1.4595674	0.91105676	0.81945646	0.49009138	0.6805193	0.3151598	0.36592004
Pmaip1	18	66458533	66465565	+	null					Not found	0	2.5925019	1.28738	2.0100415	2.0398867	2.928233	3.4629211	3.7598772	3.8408113	3.8798819
Cidea	18	67343604	67367785	+	null					Not found	0	3.0840802	2.0267887	0.8459221	0.35745844	0.11684254	-0.5759978	-0.3194807	-0.5917308	-1.0572914
Mc5r	18	68337596	68342446	+	null					Not found	0	1.492621	1.9669794	1.5152769	1.4256299	0.9038487	0.850267	0.49765524	0.4743584	0.48327687
Mapk4	18	73928486	74065359	-	null					Not found	0	1.9487119	2.1860967	3.3443267	3.6559274	3.9322572	4.1348085	3.878789	4.0467052	4.0943017
Zbtb7c	18	75820178	76148564	+	null					Not found	0	1.9033583	1.8965901	1.3163729	1.1581496	0.8019691	0.038712062	0.26548186	-0.006768234	0.26463658
AC131065.2	18	80186239	80193569	+	null					Not found	0	2.301213	0.31162748	1.2782376	1.716145	2.066469	2.3781984	2.4123232	2.6128404	2.5056448
Timm21	18	84946191	84951524	-	null					Not found	0	1.3693264	1.6239054	2.191982	2.4032621	2.5890753	2.6766677	2.8656306	2.9932318	2.7961597
Gal3st3	19	5298331	5308738	+	null					Not found	0	1.9062698	1.3589332	0.9138262	0.13118249	0.53187996	0.038712062	-0.0679419	-0.5473366	-0.23132086
Ehbp1l1	19	5707376	5726317	-	null					Not found	0	1.3293482	0.7085177	0.93031436	1.4907249	1.3986135	1.6334556	1.61013	1.8840027	2.0378659
Ltbp3	19	5740904	5758532	+	null					Not found	0	1.7706559	2.6383567	2.2652986	1.5428134	1.421697	0.91585535	1.0296689	0.8677009	0.8926679
Trpt1	19	6996131	6999046	+	null					Not found	0	1.0168494	0.81412786	0.6803361	0.79557955	0.11684254	0.7459303	1.1336919	0.7658213	0.7870577
Macrod1	19	7056810	7198057	+	null					Not found	0	1.1114383	1.3934215	0.9944447	1.2980798	0.7842671	0.2819832	0.47802648	0.83453405	0.87559426
Rab3il1	19	10001669	10038380	+	null					Not found	0	2.6835756	1.726665	0.8971475	0.40326214	-0.12931809	-0.18368036	-0.9569106	-0.83684325	-0.6587421
Myrf	19	10208272	10240748	-	null					Not found	0	3.0390112	1.6141903	2.8760242	3.4960194	4.0864687	4.2119045	4.405845	4.5503764	4.6532016
Pga5	19	10668956	10678071	-	null					Not found	0	1.3947227	2.0485933	1.7837657	1.1037017	0.6538705	1.0387121	0.6805193	0.67505574	0.8583164
Gna14	19	16435762	16610820	+	null					Not found	0	1.486625	0.6901391	1.2123498	1.8126531	1.7481978	2.0313325	1.6805193	1.9081151	2.176764
Ptar1	19	23687429	23731668	+	null					Not found	0	1.0004358	4.317626	5.0293036	5.236943	5.1569443	5.318062	5.1407313	5.2284484	5.262996
Fam189a2	19	23972750	24031019	-	null					Not found	0	1.6790975	-0.42533812	0.4250791	0.91105676	0.6538705	1.023915	0.97470236	1.2537594	1.0979868
Slc1a1	19	28835049	28913960	+	null					Not found	0	1.6763475	1.4815525	0.6803361	0.13118249	0.35130766	0.44637004	-0.011358389	-0.09987761	-0.19479498
Stambpl1	19	34192229	34240333	+	null					Not found	0	1.3787246	0.95932573	0.9786774	1.5631335	1.8107393	2.075054	2.3380504	2.1896288	2.204376
Sorbs1	19	40294753	40513779	-	null					Not found	0	1.0290723	2.574662	2.2587852	2.0897624	2.0737736	1.7727305	1.5455897	1.6177226	1.6532019
Dusp5	19	53529109	53542431	+	null					Not found	0	1.7454554	1.224916	0.6803361	1.2736269	1.4996996	1.7903244	1.9886416	2.3507838	2.4257915
Rbm20	19	53677306	53867080	+	null					Not found	0	1.2810328	0.5945615	0.8107327	0.95785093	0.74819785	1.1921866	1.3542911	1.1225147	1.8755943
Ablim1	19	57032733	57314919	-	null					Not found	0	1.3386071	3.6597657	3.389746	3.0216475	2.775334	2.5481236	2.502521	2.3211586	2.511183
mt-Co2	MT	7013	7696	+	null					Not found	0	1.6650043	3.1051767	2.7045023	4.084501	2.870682	2.7990417	2.8195834	2.4194965	3.2906318
mt-Atp8	MT	7766	7969	+	null					Not found	0	2.4560354	0.95932573	0.17132251	0.15814954	0.19930466	0.15192267	0.14618285	0.67505574	2.6022182
mt-Atp6	MT	7927	8607	+	null					Not found	0	1.1091816	2.2439406	2.1362185	2.096749	2.1926098	2.2249022	2.6848066	3.2059307	2.7453718
mt-Co3	MT	8607	9390	+	null					Not found	0	3.1199539	4.247087	1.610434	1.7251903	2.1026287	1.6138268	2.0296688	3.2755477	1.1271331
mt-Nd4l	MT	9877	10173	+	null					Not found	0	3.3542495	-1.1358315	-1.0055553	-0.95288175	0.9362702	2.2184181	-1.0113584	0.8677009	0.9095418
mt-Nd6	MT	13552	14070	-	null					Not found	0	1.8043017	4.1138206	4.6569967	4.788046	5.9181223	5.1721954	5.762415	5.815537	5.759983
Shroom4	X	6399854	6637448	+	null					Not found	0	1.597162	0.1326574	1.3037728	1.3574585	1.7298194	1.662407	1.5361292	1.646674	1.6829493
Prickle3	X	7657260	7668186	+	null					Not found	0	1.2285148	1.9971939	1.7470071	1.3574585	1.3147818	0.8669457	0.87316436	0.8840027	0.76867914
Eras	X	7924276	7928607	-	null					Not found	0	1.1623595	2.262718	2.5369718	3.043507	3.1238973	3.2505507	3.3243754	3.4250774	3.3536417
Porcn	X	8193848	8206525	-	null					Not found	0	1.2373881	4.0467887	4.752813	4.903108	5.060966	5.1721954	5.202587	5.2316365	5.284177
Syn1	X	20860511	20921004	-	null					Not found	0	1.0167141	2.070073	1.6607074	1.6700485	1.5839685	1.0533588	1.1461829	1.3624656	1.2111974
Gpc4	X	52053021	52165252	-	null					Not found	0	1.3935077	3.9516313	4.64456	4.7826405	5.098158	5.1192303	5.2033343	5.3412223	5.345139
Zic3	X	58022700	58041736	+	null					Not found	0	1.3502059	4.815188	5.159133	5.4018526	5.7309747	5.8849697	5.984735	6.060218	6.165394
Pdzd4	X	73793359	73824969	-	null					Not found	0	2.250832	3.0700727	4.1782417	4.6886644	4.913041	5.140822	5.2321815	5.319661	5.3209047
Nr0b1	X	86191764	86195947	+	null					Not found	0	1.1680751	6.018066	6.335843	6.7167125	6.8974304	7.0613065	7.1591444	7.186141	7.1554813
Efnb1	X	99136130	99148991	+	null					Not found	0	2.0068426	3.4243276	2.9384882	2.4693513	2.1586628	1.6334556	1.417485	1.6656572	1.5493661
Slc7a3	X	101079210	101086020	-	null					Not found	0	1.2863903	5.179524	5.8300834	6.083182	6.2380204	6.446717	6.4543653	6.441692	6.4659142
Nhsl2	X	101849385	102092055	+	null					Not found	0	1.2629826	1.7797763	1.6001658	1.1581496	1.1448568	0.8163196	0.64575386	0.5167937	0.5707398
Nexmif	X	104077434	104201185	-	null					Not found	0	1.1416941	4.4640813	4.989536	5.236152	5.4245567	5.6057754	5.50858	5.5478206	5.5607605
Atrx	X	105797615	105929403	-	null					Not found	0	1.2710576	6.952595	7.6670237	7.860771	7.993239	8.129094	8.070688	8.223653	8.184584
Lpar4	X	106920625	106933900	+	null					Not found	0	1.3247006	1.4159641	1.7746636	2.3516293	2.5581594	2.5325267	2.6632414	2.6079416	2.7406647
Trmt2b	X	134222339	134276984	-	null					Not found	0	1.0117432	1.5442883	1.4250791	0.5325451	1.0142727	0.91585535	0.9320581	0.5375523	0.95901036
Tmsb4x	X	167207093	167209315	-	null					Not found	0	1.2501154	5.863656	6.173055	6.4890666	6.6283627	6.8270144	7.035556	7.0693793	7.1137714
